candidate,dataset,family,route,primary,questions,ndcg_at_10,recall_at_10,mrr_at_10,full_qrel_coverage_at_10,p95_ms,double_build_seconds,knowledge_bytes,agent_execution_seconds,native_trial_seconds,generation,profile,profile_qualified
g1-expand-titles,enterprise,turso,lexical-sql,True,40,0.40319114502840775,0.49871031746031746,0.40854166666666664,0.4,38.94831799698295,39.93720615799975,23927107,41.853732,84.076035,1,expand-titles,False
g1-expand-titles,architecture,classical,fusion,True,40,0.9130658478616225,0.9583333333333334,0.9625,0.9,690.9419009971316,138.82348725900374,172206008,262.092379,304.412985,1,expand-titles,False
g1-expand-titles,enterprise,entity-graph,fusion,True,40,0.4673466879301481,0.5803571428571429,0.47333333333333333,0.5,50.254640002094675,61.70699959000194,13856388,69.058154,110.277862,1,expand-titles,False
g1-expand-titles,architecture,ensemble,quality,True,40,0.8547148866549943,0.9583333333333334,0.8800000000000001,0.9,5181.910547995358,584.3176482519993,458363805,991.843432,1033.96717,1,expand-titles,False
g1-expand-titles,data-science,embeddings,hybrid,True,40,0.60043749109768,0.8895833333333334,0.5200297619047619,0.8,783.6714180011768,21.13433906499995,79076656,82.949304,124.378458,1,expand-titles,False
g1-expand-titles,data-science,classical,fusion,True,40,0.8053872497363544,0.7854166666666667,0.9125,0.7,844.9558199936291,242.42055941199942,266251753,397.503181,439.11457,1,expand-titles,False
g1-expand-titles,enterprise,embeddings,hybrid,True,40,0.516406878690786,0.5991071428571428,0.541875,0.5,45.24898099771235,63.116419441998005,7169691,67.606718,108.823136,1,expand-titles,False
g1-expand-titles,architecture,legacy,lexical,True,40,0.8154736310803241,0.95,0.80625,0.9,0.28012300026603043,4.911398028001713,25449713,6.366468,47.496106,1,expand-titles,False
g1-expand-titles,architecture,entity-graph,fusion,True,40,0.8350413379424438,0.975,0.8133333333333332,0.925,2790.4105429988704,199.76875826300238,318372177,629.561735,671.981872,1,expand-titles,False
g1-expand-titles,astro,ensemble,quality,True,40,0.7984135355121207,0.8625,0.89375,0.7,3535.816702999,241.88986520600156,145084337,507.191668,548.983299,1,expand-titles,False
g1-expand-titles,architecture,embeddings,hybrid,True,40,0.7237714735653961,0.9208333333333334,0.7154464285714286,0.8,417.85270699620014,11.896737425005995,38303852,43.517409,86.219941,1,expand-titles,False
g1-expand-titles,architecture,turso,lexical-sql,True,40,0.5840043018567261,0.8625,0.5272023809523809,0.725,333.05437799572246,11.231056758006162,76846321,22.978329,68.156226,1,expand-titles,False
g1-expand-titles,enterprise,classical,fusion,True,40,0.4434644291211766,0.4246031746031746,0.575,0.325,41.97542800102383,60.56014332099585,8014933,66.413837,107.822287,1,expand-titles,False
g1-expand-titles,data-science,adaptive,adaptive,True,40,0.918869991908305,0.9916666666666666,0.9322916666666666,0.975,2504.3684289994417,236.86790764799662,266252929,341.050402,383.111492,1,expand-titles,False
g1-expand-titles,astro,legacy,lexical,True,40,0.6051893734409577,0.7541666666666667,0.6446527777777777,0.575,2.161513999453746,16.130878415999177,8773595,17.074412,58.539078,1,expand-titles,False
g1-expand-titles,data-science,entity-graph,fusion,True,40,0.8579062471314278,0.975,0.86875,0.925,6671.490623004502,453.9032752659987,676957164,1516.736998,1559.428341,1,expand-titles,False
g1-expand-titles,astro,embeddings,hybrid,True,40,0.7851983317054789,0.8583333333333334,0.8554166666666667,0.7,94.97973600082332,26.778217574996233,13011524,35.153526,78.609513,1,expand-titles,False
g1-expand-titles,data-science,legacy,lexical,True,40,0.8321588233274824,0.95,0.8175000000000001,0.9,0.29339699540287256,8.30228263400204,52554726,10.539427,52.710507,1,expand-titles,False
g1-expand-titles,astro,adaptive,adaptive,True,40,0.8006091744649313,0.8625,0.9041666666666666,0.7,2547.2141170030227,47.89328962100262,34362293,108.822666,150.535503,1,expand-titles,False
g1-expand-titles,enterprise,graphify,search,True,40,0.13626228624863054,0.17371031746031745,0.20423611111111112,0.1,132.30946299881907,135.0437386229969,14940327,139.03845,179.072345,1,expand-titles,False
g1-expand-titles,astro,entity-graph,fusion,True,40,0.6947023065501792,0.8229166666666666,0.7670833333333333,0.65,1024.6238940017065,88.24605545200029,114816438,243.693588,284.787006,1,expand-titles,False
g1-expand-titles,enterprise,adaptive,adaptive,True,40,0.5056922738907149,0.5649801587301587,0.585515873015873,0.45,1301.7406509970897,61.49825520900049,8016109,94.367612,135.364664,1,expand-titles,False
g1-expand-titles,data-science,graphify,search,True,40,0.5440998456059355,0.5395833333333333,0.625,0.475,323.4718059975421,36.45768910899642,74673183,51.483706,92.490211,1,expand-titles,False
g1-expand-titles,astro,turso,lexical-sql,True,40,0.47813551023378115,0.6666666666666667,0.4916964285714286,0.475,137.66226999723585,19.713240126999153,32612315,23.857084,64.990032,1,expand-titles,False
g1-expand-titles,enterprise,ensemble,quality,True,40,0.5401874564475949,0.5649801587301587,0.5944444444444444,0.45,1479.6243899982073,239.87102534999576,19997419,345.187109,386.789559,1,expand-titles,False
g1-expand-titles,astro,classical,fusion,True,40,0.8006091744649313,0.8625,0.9041666666666666,0.7,73.91542499681236,46.8897383500007,34361117,60.904797,102.929807,1,expand-titles,False
g1-expand-titles,architecture,adaptive,adaptive,True,40,0.8591134057567977,0.9583333333333334,0.8925000000000001,0.9,1804.948835997493,132.76196096099738,152558596,196.936028,238.388204,1,expand-titles,False
